text,label
Sama..22..paham..aje..lah....sama..22..pengguna.. juga..manusia...punya..darah....juga...sewaktu22...bisa..mati..juga...apaan..yg..mau..diistimewakan....,1
Ya..iya..lah..klo..keadaan..jalanan..macet..trus..minta..jalan..ame..bunyi.. sirine..ama..lampu..strobo...makin..berisik..dan..silau..lagi....,1
"Knp sementara, sebentar, sudah merasa aman kembali lagi itu tot tot wuk wuk..
Bekukan permanen",1
"Naik helikopter aja, biar gak perlu ntot ntot wuk wuk",1
pungli mah jln terus😂😂😂,1
Jangan aturan tinggal aturan ntar kalau ada kawalan ada uang dilanggar lagi,1
Respon cepat Kepolisian buat masyarakat adem.,0
"Iya sepenting apa mereka sampai² tuannya (rakyat) disingkirkan minggir, duuuh kebalikbolak negeri ini...jalan ini milik kami bozzz",1
ALHAMDULILLAH,1
Kalau macet boleh juga itu pakai mobil terbang,1
Tertibkan juga mobil pribadi berstrobo dan bersirene,1
Prett,1
sehat selalu pak Peter Gonta❤,1
DIDAERAH SEKELAS BUPATI MAKAN SIANG AJA DIKAWAL BEBERAPA MOBIL . DIDAERAH BUPATI WALIKOTA SEAKAN RAJA,1
"Indonesia makin hancur dari dalam, tinggal waktunya bubar karena masyarakat nya sudah jenuh dengan Indonesia WKKWKWK",1
Ni.  Gw tinggal di puncak...tiap menit mungkin. Denger strobo bgini...bising bgt..gw yg ikut iuran pembangunan jalan. Merasa tidak mendapatkan hak yg sama ketika dijalan ada mobil2 yg pakai strobo,2
Kusus penjabat kalau bisa jalanya sama rakyat jangan mau minta duluan jalan... kalau udah tau saya mau jalan kemana cepat'2 jalan jangan mepet waktu...emang itu situ aja yg mau jalan...gunakan lah waktu agar tidak terlambat hormati masyarakat biar penjabat di sukai masyarakat,1
harus memperhatikan masyarakat juga yang menggunakan jalan.,1
"Tumben luh sadar, takut di reformasi ya",1
"GAK ADA LAGI PRIORITAS ....HARUS ANTRI DI JALUR, JALAN RAYA/JALAN TOL BUKAN MILIK PEJABAT",1
justru pejabat plng g berkontribusi...orang g pernah byr pajak😂😂😂,1
Enak enakan.. Yg gaji elo siapaaa? Bisa bisanya kaya Raja kelakuan lhoe,1
Gue hampir celaka gara2 silau biru mobil patwal anjing untung gak nabrak orang silaunya bikin mata ngebleng palagi yg mata mines,1
baguslah di bekukan tot tot wuk wuk. semoga semakin baik dan teratur,1
"Sangat setuju. 
Jika masih ada polisi yg mengawal para pengusaha dan Bandar JudoL,, harus di hentikan dan mobilnya disita masyarakat.",0
baguuuuus.......👍👍👍👍,1
itu lampu strobo yg diatas kap mobil patroli polisi...bikin silau pengendara lain nya..apalagi kalau di jalan tol ..sangat mengganggu.,0
"Arogannya di hilangkan, stroba lamabang arogan kepada masyarakat,",1
Disalahkan gunakan buat orang kaya dikawal buat pergi kepuncak itu bayar sama polisi supaya menghindari  macet,0
Patwal sdh sangat meng gangu masarakat nggak cocok sama sekali semua yg pakai strobo dam sirena hrs di denda sr besar2 nya,1
Setuju,1
Polisi polantas tidak bekerja maksimal jl macet polisi hilang pos kosong,0
Pembantu pembantu ga tau diri,1
"Begitu lebih baik, yg penting penerapannya dilapangan di awasi ketat. Hilangkan arogansi kekuasaan di negeri ini.",1
Tut tut wok wok 🐒 capek bayar pajak buat nggaji klean,1
Brisik😢😂,1
Kalo nggak mau dengar tuntutan masyarakat ya di Nepal kan kau parcok😅,1
Pejabat sok penting ujungnya cuma makan gaji buta,1
"Jangan hanya dibekukan sementara tapi harus diikuti dengan tindakan tegas bagi anggota yang melanggar dan masih suka ""tot tot wuk wuk""",1
O namanya tot tot wuk wuk ya kiraian tot tot guk guk.,1
Polisi memang anjing. Kritik ini sebenarnya sudah lama banget baru sekarang ditanggapi karena ada demo kemarin yang mana polisi menjadi bulan-bulanan warga.,0
"Pajak dari rakyat
Mobil dari uang rakyat
Polri sewenang wenang pakai 
Sue sue
Jangan bayar pajak",1
Tototribet#,1
"Selamanya tidak perlu lagi kawalan pejabat ….selamanyabukan sementara …uang rakyat , rakyat yang tentukan",1
Stop tot tot wuk wuk berisik,0
Antri nyet,1
"Tot tot wik wik 
tot tot wok wok.
Tot tot wuk wuk sih..😂",1
"Nah tat tot tat tot udh, tinggal lubang lubang meteor tu ga beres beres😅",1
"Sebagian pejabat klo blom jadi mah deketin masyarakat, baik2in... Giliran dah jadi mah byk yg belagu",1
Kendaraan prioritas itu cuma damkar sama ambulance... Pejabat wok wok tot tot itu urgensi nya apa??,0
alah ujung2ny di tabrak terus yg disalahkan rakyat🗿,0
"ngk ada prioritas, kecuali damkar dan ambilan",1
"DPR, TNI, dan PATWAL DILARANG PAKAI SIRENE... Polisi dengan tugas darurat masih masuk akal...",0
"Kan warga udah buat ribuan video nih.
Gimana kalau mulai untuk list no pol yang pakai strobe yg bukan haknya.
Mulai list no pol nya. Apalagi adanyangbpakai kekerasan yang suka gebukin orang yg rekam

Bukti kan udah ada , berupa video.. 
Jadi.. hindari kekerasan, hindari hoax, hindari fitnah.
Protes dengan gentle, bermartabat, Buat list nopol. beserta bukti2 video lalu viralkan.
Kalau perlu buat Class Action lewat jalur hukum. Mungkin ada asosiasi pengacara atau LBH ata yang mau belain kita?
Lumayan 250jt x jumlah pelanggar.
Duitnya bisa dibelikan ambulan.. perbaikan jalan.. bayar bpjs orang tak mampu.. dll dll

Denger2 kapolri lagi reformasi nih mau bertransformasi.. mau dengar ngga .. mau bergeming nggga? Untuk hal yang sepele tapi meresaahkan  masyarakat ini?

Oh ya.. untuk ambulan.. damkar.. ada isi atau tidak.. tolong dikasih jalan ya.. kita berprasangka baik saja untuk ambulan damkar.
Kita ga tau itu ambulan apa kepentingan nya. Lagi antar atau baru mau jemput?
Mudah2an prasangka baik kita menjadi pahala..",2
Nope hanya untuk ambilan Dan damkar jangan kasih jalan ke presiden atau penjabat biar tahu rasanya Jadi rakyat jelata 😂,1
"Ga cukup evaluasi, harus ditindak lanjut!",1
"Banyak yang mengaku bersih, semoga benar2 pengakuannya.",1
Si Anjin9 pake tot tot wuk wuk biar nggak terlambat *terlambat korupsi,1
"Saya dukung gerakan ini,,, ambulance & damkar prioritas utama",0
"Binatang ngerasa dia paling bayar pajak ,,,!!!!",1
Apalagi klw malem macet di tol silau nya kaya apa coba,1
"Untuk yang merasa plat mobilnya pribadi tetapi menjadi pengguna STROBO dan TOTOT WUKWUK
sebaiknya segera copot saja asesoris pengganggu tsb dari mobil anda...
jangan sampai anda menjadi korban amuk masa di jalanan , atau minimal anda malu sendiri akibat menjadi VIRAL sejagad maya 
karena masyarakat sudah terlalu muak dengan perilaku sok ""paling penting"" di jalanan anda...

Untuk pengelola market place , baik oranye maupun hijau,
sebaiknya mempertimbangkan kembali penjualan produk STROBO untuk MOBIL , SIRINE dan ROTATOR di market place anda masing masing ...karena sesuai peraturan pemerintah, produk tsb tidak bisa di pakai sembarangan",1
"di US aja sirine polisi nyala cuma pas ngejar orang. 
lah ini cuma mau ngabisin uang negara aja minta prioritas 😂",0
"Bagus! Enak aja minta tot tot wuk wuk pas warga kejebak macet gila-gilaan. Gak mau telat sidang DPR, pak? Jangan tot tot wuk wuk! Beresin macetnya Jakarta dulu!",1
"Hati hati pengalihan isu publik.
Jgn sampe terkecoh sama buzer pemerintah.
Berita sirine menutupi berita masalah migas.
Buat para ojol waspada...
Pertalite gak bisa lagi kita nikmati lagi.
Dan pengisian BBM akan di batasi.
Yg Bahlul akan terapin.bbm di batasi kesenjangan kehidupan rakyat kecil makin menjerit.",0
TOT TOT ngen TOT TOT wuk wuk,1
selain ambulance dan damkar dilarang tot2tot2wuk2,0
"Halah kyk mereka di kasih jalan ada guna nya, emang ada rapat penting apa sih? Rapat naikin pajak masyarakat? Buat apa kasih jalan?",1
Brisik kali kalian,1
"kalo sy lebih terganggu oleh para hogger yang suka pelan2, menghalangi jalan, bego saat nyusul, trus pake lampu jauh, apalagi emak2 naik mtor",1
"Emang iya pak gak pake tot, tot wuk, wuk, tapi kan di kawal pasti kendaraan di nantinya di tegur suruh minggir sama patwal, bahkan masyarakat juga ikut-ikutan strobo",1
Ada yang namanya upaya preventif. Apakah ini ga dipikir sebelumnya resiko dan reaksi yang akan muncul soal sirine? Apa selalu harus nunggu viral dulu baru ada respons?,1
Boong,1
Apa gak ada gerakan dari masyarakat Indonesia ini yang bisa ditiru gitu??? Semuanya gak jelas,1
Skrg setuju smua KLO ada org yg LG make kendaraan dri duit kita ..terus nyalahin wuk wuk jgn minggir,0
"Kalau sudah kebelet mau diantar pakai tot tot wuk wuk, cepat2 aja pesan mobil jenazah...😅😅😅",1
Babu makin lama makin bnyak gaya,1
"Gerakan yang tepat sekali , masyarakat tidak butuh pejabat ini cepat cepatan di jalan",1
Ini namanya apa ya? Masa tot tot wuk wuk. Nanti dicatat sejarah nggak elok lah namanya. Ada yang punya ide?,1
RUMAH BAHLIL SI BAHLUL JARAH YUK 😂 MANUSIA BHANGSHAT BIKIN SUSAH 😂,1
RAKYAT BERDAULAT,1
"Kalau ada yg nyalain ""tod tod wok wok"" gk perlu dikasih jalan, bila perlu diberhentiin paksa. Lagian mereka siapa? Cuma manusia bisa.
Cukup Ambulance dan mobil DamKar saja yg diberi jalan karna mereka bertugas disaat darurat.",0
Komunitas HD nangis di pojokan 😂,1
Di negara ini kalau gak viral gak ditanggapi.,1
"Apeeeesss, duit sampingan ngilang tuuuuh 😂😂😂",1
kelaaaazzzz pak kakorlantas❤semoga benar2 dibekukan,1
"Contoh tuh sultan jogja ,, beliau Gubernur DIY ...
Gak pernah pake strobo / sirine apalagi pengawalan...

Dan di tiap lampu merah juga tetap berhenti...gak nerobos semau nya sendiri ...",1
"Mulai 1 Jan 2026 
STOP  pengguna Strobo & sirine       ❎
SODOK pengguna Stobo & Sirine      ✅",0
"Jalur puncak jalur tol Purbaleunyi akan adem dan nyaman sekarang ini. 
Karena sudah ada LARANGAN penggunaan strowbow. 
Kalaw mau nekat pakai, Siap-siap kamera NETIZEN bikin viral.",1
"😂😂😂 tat tot tat tot nyetir ngawur potong sana potong sini , aku udah lama nggak mau ngasih jalan kalo mau balap aja",1
yang bersih dari hal gituan cuma di kota magelang...ga ada itu Tot tot wuk wuk di kota magelang.. ga ada yg berani...mau seragam coklat atau hijau keq...mau di getok kepalanya 😅😅😅😂,1
"Semua komentar gak solusi, ini solusinya pengadaan helikopter dan helipad nya biar gak merepotkan masyarakat yg udah bayar pajak kendaraan, sukur2 bisa ada celah korupsi tuh pengadaan helikopter dan helipad nya😂",1
Selama kendaraan kita taat pajak.santai saja bila ada rombongan tot tot tet tet.kecuali ambulance dan presiden..,0
Mobil damkar dan jenazah ya juga wkwkwk,1
"Rakyat aja jarang beli daging,,lu gegayaan wukwuk tot tot...",1
"well on the indonesian road no-one is equal... is everyone for themselves. They don't even know how to drive, they think like its the same as motorcycle. Anyways, yeah i hate these wuk wuk guys... the only people allowed to be disruptive should the ambulance.",0
Mulai hari ini wa g peduli mau orang kaya polisi angota DPR atau apapun itu kecuali ambulance..damkar dan damkar. Selain 3 tersbut kalo ada yang bunyi2 g bakal wa kasih jalan.. 😂,0
Kondisikan juga lampunya bikin sakit mata,1
Berisik jir Tot wokwok kaya ada peraturan aja yg wajib itu ambulance damkar,0
SELAMA ANDA BUKAN SIPIL..BERARTI  HARTA MU ..GAJI MU YAA DARI PAJAK..UANG RAKYAT,1
"Mending pake sound ,, TAHU BULAT DI GORENG DADAKAN...",1
"Gimana kalo mobil plat TNI sejenis MPV masih jam 5 pagi sudah membunyikan tot tot tot di jalan tanpa pengawalan dan jalan nya pun santai. Tiap pagi ulahnya kaya gitu. Kalo di lampu merah selalu bunyikan tot tot tot dan strobo supaya pengendara didepan nya maju. Yang ada kena ETLE, dia aman dengan plat dinas nya",1
Tak pernah tot tot tapi punya kan...?😂,1
"Gaji dan mobil dari pajak rakyat, di jalan  pakai sirine minta rakyat minggir ...",1
"Karena masih viral ya otomatis di dengar, tar juga viralnya reda beritanya hilang apalagi udah ganti pemerintahan nya lagi 2029 nanti juga mulai BACOT TOT TOT WUK WUK LAGI 🤣🤣🤣",1
Kita yg bayar mereka e kita yg suruh ngalah.besuk di praktekkan bodo amat sama tot tot wuk wuk,2
"Kebetulan saya juga driver 🚑...kadang2memang jengkel juga sih kalo pas tugas,ada yg ngehambat tugas kita...apalagi kondisi px pas lg butuh penanganan urgent,..sampek dalam pemikiran saya ""harusnya kendaraan prioritas itu hanya ambulan,damkar dan kendaraan yg bersifat darurat saja""kalo yg lainnya semacam kendaraan pejabat...apa urgensinya,minta cepat²..wong kerjanya aja lambat 😂",0
"saya pernah mau jatoh pas perjalanan ke tasik, datang mobil patwal udah mau kepinggir dia gasabaran hampir nyenggol kaget dan oleng untung ga jatuh",1
"Terlalu dimanja DPR ,MPR indonesia harus dikawal  seperti berkuasa melebihi segalanya lihat dimana saya tinggal USA anggota parliament pake train ,bus kendaraan umum !!!",1
pejabat bang*at!,1
"Kenyataan dilapangan entar ada uang polisi pm ngawal club moge,,",0
"Hampir ga pernah , berarti pernah .. "" JUJUR"" bilang pernah susah amat sih jadi pejabat 😂😂😂",1
wuk wuk itu udh g ada aturan kt terganggu .  tolong d tertipksn bro...,1
"Peraturannya tahun 2009.. Pahamnya 2025. 

Silahkan dinilai gimana kondisi pikiran mereka..😂😂😂",1
Tot tot wuk wuk kalo dipuncak kerjaan polusi yang ngojek,1
Iya lah terganggu emang jalanan punya nenek moyangmu,1
Saya juga dukung kalo ada strobo yang cuma ngindari macet...beda ceritanya pemadam sama ambulance ..,0
"KALAU DI DESA GIMANA PAK??
 PENGAWALAN PEJABAT,PENGAWALAN TOURING MOGE DAN PENGAWALAN LAIN LAIN  YABG MASIH MAKE STOBO DAN SIRINE TUTUT WUKWUK
 KECUALI UNTUK DAMKAR DAN AMBULACE 
 MEMANG NGGA SERING LEWAT DESA TAPI SKALINYA LEWAT AROGAN,NGUGAL
 YA SBAGAI WARGA DESAKAN PASTI KALAU DI  JALAN ADA TUTUT WUKWUK PANIKLAH JALAN DESA NGGA SELEBAR JALAN KOTA",1
naik transportasi umum aja baru paham,1
"Termasuk TNI juga ya guys, yg sejatinya hanyalah untuk urgency seperti damkar dan ambulance doang, sisanya ada yg bisa sedikit dan selesai",0
Yg boleh tnu dan para pemadam terus ambulan itu bagus,0
Yg paling sering ya si coklat itu....tat tot...,1
"Pas demo kaga ada
Seminggu sepi
Coba kalau selon pas demo bunyiin, berani kaga lu😂😂",1
"Satu lagi sih menurut gue, jangan ada polisi  patwal yang ngawal iring-iringan moge atau touring"" an. Sok-sok'an pamer motor mobil mahal, pamer komunitas, berasa paling dihormati disegani, gak ada urgensi nya bagi masyarakat umum. Cuman buat kesenangan mereka sama komunitasnya doang.",0
Oh ada stikernya. Waktunya membeli itu stiker.,1
Kirain Wi wok de tok tok,1
"Sebenernya menyebalkan klo kebetulan denger di jalan, tapi ngga mengganggu kaya toa mesjid (yg setiap hari bunyi)",1
"Hampir tidak pernah berarti pernah, kecuali tidak pernah sama sekali. 🎉",1
( kata polisi dlm hati) : ah gampanglah. Nnti tinggal ganti nadanya jadi tuit tuit sang sing tring😂 dan lampu sirine ganti jd warna hijau kuning kelabu😂,0
"Gak respect saja dengan komentar gubernur Jakarta ""Ini sudah aturan dari pusat, kami hanya menjalani""  terus ngomongin diri sendiri... Eh Bapak, anda pejabat publik, yang kami butuh adalah instruksi anda untuk memberi kontribusi penertibannya setidaknya untuk wilayah Jakarta. Kalau cuma berkurang anda saja ya kurang signifikan efeknya",1
"Kalau polisi mau menertibkan sebenarnya tiap ketemu di jalan ada mobil ada strobo bisa ditilang, dicopot dan diperiksa sirine.",0
"Hanya bisa terjadi di kota besar..... klo di daerah apalagi yg 3T kayak gitu, bisa langsung dipenjara atau dikriminalisasi 😂😂😂😂😂 maklum, klo di daerah mereka dan kroni2nya berasa bangsawan",1
"Halahhhhhhhhh nanti kita protes pas ada tot tot wok wok
Kita di bentak sama oknum pengawal
Repot
Sok arogan jumawa merasa negara ini punya mereka para pejabat dan keluarganya

Kalau damkar dan ambulance sih oke kita prioritaskan",0
"Saya dukung, apalgi tu orang"" kaya pakai moge ! Kayak jalanan milik dia mentang"" banyak duit, lampu lantas trobos macet ada kereta api tat TOT aja gila baget bikin emosi😊",1
Polisi sering ngawal cina dan dibayar.. padahal bukan pejabat negara,0
"para pejabat bilangnya buru2 mao rapat, giliran udah rapat malah tidur, giliran rapat malah maen judol, giliran rapat malah joged2. Rakyat udah muak dengan kelakuan para pejabat.",1
"sekalian sama user harley,udah tau suaranya kaya geledek suka geber geber kalo macet dikit",1
"Aku mendukung juga, tapi.... ITU SIAPA YANG MULAI PAKE ""TOT TOT WOK WOK"" 🤣 sampe bocah tetangga juga kalo panggil teman temannya buat main malah pake ""TOT TOT WOK WOK"" lailahaulah 🤣. bdw di MAKASSAR SERING BANGET ITU TOT TOT WOK WOK",1
Gak perlu evaluasi pak😅,1
"Kerap mendengarkan suara ini saat terjebak kemacetan,terbanglah...✈️🛫🛬",1
MOGE JUGA SUKA SE ENAK NYA. KONVOY UGAL2 AN SEAKAN JALAN RAYA CUMA MILIK MEREKA.,1
"Ingt ya kalian para pejabat, kalian sudah tak di segani d mana2",1
"ngurusin wut wut tot tot, bensin aja sudah neh. gerakan mendesak bensin swasta dl neh",1
A.C.A.B alias 1312,1
"KENALPOT BRONG JANGAN SAMAPI LUPA,ngk ada sirine kemalpot brong bebas yo angelll😁😁",2
Dipalang saja itu jalannya sekalian,1
"Jangan tot tot to aja yang di stop, moto besar dan mobil sport coba di stop juga jangan mengambil hak orang lain,, liat di Bali terlalu bebas motor besar dan mobil sport jalan kencang seenaknya.",0
Gak yakin ama omongan ini polisi.,0
"Jgn cuma yg pejabat, yg org sipil juga yg sembarangan pasang strobo di mobil mereka mohon ditertibkan juga",1
"Perampasan aset aja ga kelar2 udah geger ini aja ,,, pada lupa apa ya",1
GERAKAN RAKYAT GAK MAU LAGI DIATUR SAMA KARYAWAN 🥳🥳🥳,1
"Sok2 an mau cepat biar ga telat, makanya datang awal, kerja yg benar biar bisa pulang tepat waktu. Di rapat aja tidur gimana mau selesai kerjaan nya.",1
"Tot.. Tot... Wuukk... Wukk... Tooottt... Wuk... Wuk.... 
Ngiung... Ngiung... 
Adalah suara pemekak telinga dijalan,bukannya prngendara lain empati kasih jalan yg ada mlh dongkol hatinya dan gk mau minggir",1
"Saya sangat Setujuuuu gerakan ini, kalu pejabat tersebut mau cepat tanpa hambatan, naik Helikopter aja. Harusnya pejabat bisa menikmati kemacetan.",0
MEMANG BRENGSEK ORANG ORANG MODEL GINI !!! APALAGI KALAU SUDAH DI DAERAH PARIWISATA !! SOK PALING PENTING PADAHAL CUMA MAU PELESIRAN !!! ORANG LOKAL SAJA GAK GITU !!! LIHAT NOH DI BOGOR ATAU DI PUNCAK !!!,1
Pejabat ndeso kampungan katrok huwaaaa hahahaha 😂😂😂,1
"Iya bener, pada buru buru kemana sih???, kerja aja ga BECUSS, ga ad hasilnya lagii",1
Jika ada tot tot wiwkwik...antepin aja. Biar mrk mikir..jalan milik bersama.,1
"Saya dukung ......gerakan ini. Kita juga bayar pajak. Itu gk penting di masyarakat "" yg penting itu Cuman ... Ambulance dan Mobil Damkar.  Dimata Masyarakat"" Udah Benci Lihat Kawalan Pejabat Yg "" Mementingkan Dirinya Sendiri. Enggak Pernah Mementingkan Rakyatnya. Kalau Udah Cari Suara Rakyat"" Baru Pejabat Merapat. Udah Cukup.",0
"Apa sih... Gk usah ngomongin yg gk jelas... Urusan dpr dan duit tujnjangn yg fantastis gimana... Pa lagi kerja cuma 5, th.. kok ada uang pensiunan... Lh gw kerja udh 10 th kgk dpt apa apa...",2
akhirnya apa yg gua pikirkan selama ini terjadi. hanya ambulan dan damkar saja yg boleh ngebut pake sirine dijalan. bahkan presidenpun gag boleh.,1
"Lgian pejabat apa urgent nya, kalo pengin tepat waktu berangkatnya lebih awal.",1
"Bagus gerakannya 🔥 digaji rakyat ya baiknya merakyat, yuk kita sama.sama jangan arogan dijalanan",1
betul sekali apa lg polisi atw plat merah seolah² dunia milik mereka jk berada dlam kemacetan dikira dya aja yg mau lewat kalo pajak rakyat yg di uber²,0
Apalagi digunakan pada saat pengawalan pribadi....benar-benar menjengkelkan.,1
"sangat meresahkan bagi saya udah macet d urai sama ..tot tot wuk wuk, tar kalow udh lewat posisi macet jadi berantakan gak ber aturan  jdi tambah macet .. lebih baik d gunakan buat damkar dan ambulance itu udh jelas2 meyangkut yawa dan bahaya , ia klow tot tot wuk d gunakan bagi pejabat manja yg pengen cepet2 yampe, ia sama org2 juga pengen cepat2",0
"Jgn ngomong² SEMENTARA, Pak. Nti lu ubah lg. Jgn ngakal²in! STOPPPP ITU KELAKUAN TERKUTUK!!!",0
Dulu nih kereta pak skg pake mobil  bapak pencitraan pak,1
"Yang lewat cuma pejabat, emang udah lakukan apa untuk negara dan rakyat sampai harus tot2 gituuu😂",1
"KOMPAK aja gebukin di jalan trus BAKAR.. 
Dah MUAK RAKYAT",1
BOHONG,1
Mental  pejabat yg minta di layani masyarakat BUKAN melayani masyarakat....,1
"*Indonesia adalah negara kaya dan maju, rakyat makmur sejaterah dan sangat disiplin SDM nya bahkan para pejabat negrinya sangat peduli untuk kepentingan buat dirinya sendiri.* 👏Aku bangga jadi orang indonesia.",1
"Moge moge jg sm tuh pake wok wok tot tot, sombong banget jd penguasa jln , pdhal kt sama² byr pajak kendaraan. Mulai skrg yuk jgn pd minggir !",1
Setuju bgt yg boleh di kawal ambulan dan damkar....kalo mau gak macet berangkat subuh,1
Arogan,1
URUSAN GINI AJA KALIAN NUNGGU RAKYAT BICARA. PARAAAAHHH,2
Setuju.... Biar para pejabat tau diri.... Dia dipilih oleh rakyat dan gajinya dari pajak rakyat pejabat harus tau diri tau malu.... !!!!,1
"Barusan plg dr luar kota..td di tol bawen yg ngga sabar buat lewat adalah bis hijau tua bertuliskan DENMADAM kl gak salah. Sama..tot tot wuk wuk bunyi terus...gak sabar buat lewat. padahal buat nyebrang di pertigaan bawen dari arah ambarawa sangat ramai...
Sama bae ..ternyata gak cuma yg biru putih...yg ijo juga gak sabaran",0
bruh,1
semoga ini juga dilihat dan didengarkan oleh klub moge di seluruh indonesia...,1
"tapi ketika dengar suara moge dibelakang klo sy sebaiknya tetap minggir aja, karena moge itu gk bisa terlalu pelan, saling menghargai aja lah yh",1
Mereka selalu berlindung pada UU LLAJ Pasal 134 point (7) tentang pengawalan prioritas. Padahal UU itu harus nya dipakai Polisi untuk keamanan dari tindak pidana. Bukan untuk menghidari kemacetan manusia komersil 😂,0
gw udah siap batu di bok motor...coba2 dah gw timpuk... kecuali ambulan ama mobil pemadam... silahkan dah..pasti minggir kita,0
😂😂😂 wak wok Wak wok 😂,1
Terkadang mobil patwal polisi ngawal mobil biasa aj tot tot,0
Yg ngeselin itu rombongan moge gk jelas,1
"Ga pnh ksh jln buat mobil2 norak yg pake strobo kecuali ambulance, pemadam dan presiden😊",0
"Yg Boleh di Indonesia hanya 3, Presiden, ambulan dan damkar tititkk",1
Sama perampasan aset segera di bentuk,1
"Yg ""getol "" pakai trobo itu yg pangkatnya/jabatannya masih kelas lokal..
Bupati ,Kapolres,walikota...
Pejabat lokal...
Ini yg bikin reseh",1
Smua Indonesia gerak klo ada yg bunyi sirene atau Strobo biarin aja jngn ksh jalan kondisi macet klo mau jln lancar suruh lwt atas,2
Nepal kaaaaan😂😂😂,1
"memang memuakkan, orang lagi pada susah stress kena macet malah ada yg ngerasa paling punya jalan",1
JANGAN KASIH JALAN DAN LAWAN! KALAU AROGAN!,1
"jika pejabat setingkat menteri sih tdk masalah,paling  jumlah menteri  hanya 50 ,tdk terlalu bermasalah,selama
 ini setingkat kapolres dandim ,kepala dinas dan para artis juga ikut ikutan,,itu yg harus diterbitkan.
..",0
Giliran rakyat udh ngamuk baru pada takut semua 😂😂😂😂,1
Presiden aja silent,1
Udah macet dari belakang ribut...bising bett...bener2 menjengkelkan..,1
Gw setujuuuuuuuuuuu dan dukung gerakan ini 🎉🎉🎉🎉❤❤❤❤,1
"Klo sy sangat tergangu dengan lapu patroli biru, sangat menyilaukan mata",1
SEPAKAT…. AROGANSI PEJABAT DAN POLITIKUS DI JALANAN HARUS DIHENTIKAN JIKA PERLU TIDAK PERLU DIKAWAL BIARKAN MEREKA MERASAKAN KEMACETAN,1
Jadi lah masyarakat  juga jngan mentang2 jabatan tinggi  bisa sat set lewat aja .bawa mobil juga gak sewajar nya ngebut  nyelip  sampe pemotor kluar jalur aspal 😮‍💨,1
"SUARA APALAGI LAMPUNYA SAAAANGAAATTTT  MENGGANGUUUU......GA ADA MANFAATNYA.

PALING BENCI KLO LAMPU NYALA BISA JD CELAKA DI JLN KRN SILAUUUU.

TERIMA KASIH SDH DILARANG❤❤❤👍🏻👍🏻👍🏻👍🏻",1
Yang kami PRIORITASKAN ITU DAMKAR ADALAH AMBULANCE !!!,0
Setuju yang boleh hanya ambulance dan pemadam,0
Pejabat makan dari duit pajak. Tp dijalan belaga kaya raja aja.😂,1
"Anggita DPR...DPRD dilarang kawalan dgn menggunakan strobo.
Itu PERINTAH RAKYAT......",1
"Seruju!!
Kami yg kerja buat mereka , tapi mereka yg menikmati jalan dan menganggu kami.
Mereka TIDAK TAU MALAU!!",1
Tolong semua mobil dinas dikasih stiker dibeli dari uang pajak rakyat.....,1
"mao berangkat makan siang aja ribet banget, dikawal pake tat tot tat tot..
dasar NGEN    TOT LO EMANG !",1
Setuju banget ngapain pejabat pakai sirine....sok penting aja,1
"Kalau ada polisi/patwal tetep masih pakai tot tot wuk wuk . Bikin bingung pengendara lain,  Apa yg kita lakukan ? 🪨🪨🪨",0
"EMG negri ini EMG masih melestarikan perbudakan. Gw boss lu jelata. 
Di negara maju emergeny responder yg pake totot wukwuk
Disini lu di jalur cepat kanan aja 90km/JM dimana UD diatas kecepatan normal, KL ada orang yg mau bergerak lebih cepet aja lu dikasih high Bim tot tot suru minggir. EMG UD budayanya. Apa lagi pejabat yekan, tiap ari tu die pada ngen-totot wukwuk",1
Nanti butuh kambing hitam baru strobo wes lunas tamat rakyat stres butuh kambing hitam kambing loreng 😊hhhhh,1
"Sekelas Kapolres dan Bupati/Walikota saja pengawalan make lampu tot tot tot wuk wuk wuk

Apalagi sekelas Kapolda, Gubernur, dan Pengusaha pastinya lebih tot tot tot wuk wuk wuk",1
"Buat presiden gue masih rela, yang nga rela adalah artis2 atau orang kaya atau pejabat swasta bayar buat di kawal2",1
😂😂😂😂 konoha konoha,1
"Pokoknya jgn prnh ksh jln, kecuali AMBULANCE & DAMKAR",0
Wok wok wok HANTU LEWAT!!!!!,1
Ga penting pejabat gausah di ksh jln.. Itu pejabat gaji dr pjk masyarakat ya hrs antri seperti masyarakat.. Klo gmau macet suruh naik burung biar terbang,1
Banyak pejabat dangkal...😂,1
Sudah saatnya para pejabat itu di kasih paham mereka itu pelayanan rakyat bukan raja-raja yg ingin di layani kalau nga mau macet naik fasum,1
Pejabat sama manusia . Ga usah di beda2 kan semua org ga mau kejebak macet .,1
Padahal gajinya dibayar dari iuran rakyat,1
Pak kapolri Hugeng sj dlu ke kantor sering naik sepeda mala ikut ngatur lalulintas kalo macet tdk tat tot wuk wuk wok segalah,1
kalo polisi bocara pasti bunyinya terimakasih kepada masyarakat dengan raut wajah tidak berdosa... tapi kelakuannya tetap gitu gitu mulu..... sebenarnya rakyat mengharapkan kapolri diganti...,0
"Alhamdulillah 

Jadi STOP wuk wuk.❤
Polisi geng motor bayar ,jalan cepat😢😢😢",0
Pejabat kalau tdk mau telat dalam bekerja ya berangkat lebih awal.,1
Klo masih make boleh dong di beri salam olah raga,1
Kpla daerah bnyk gaya   kdahuluan gaya ktinggaln kerja untuk rakyat,1
